text,target
"కెప్టెన్‌ స్టీవ్‌ స్మిత్‌, వైస్‌ కెప్టెన్‌ డెవిడ్‌ వార్నర్‌లపై ఏడాది నిషేధం విధించగా మరో ఆటగాడు బెన్‌ క్రాఫ్ట్‌పై తొమ్మిది నెలల నిషేధం విధించారు.
",0
తాజాగా మరో వివాదం వెలుగులోకి వచ్చింది.,0
"ఇందును తన నుంచి దూరం చేశాడని విశ్వనాథం మీద పగ పెంచుకుంటాడు శివ.
",0
"గాలల ధాటికి రాష్ట్ర సచివాలయంలో రేకులు ఎగిరిపడ్డాయి.
",0
ఈ చిత్రం నాలుగు రోజుల్లో ప్రపంచ వ్యాప్తంగా రూ:400 కోట్ల కంటే ఎక్కువ వసూలు చేసినట్లు చిత్ర బృందం పేర్కొంది.,1
దీంతో కేఎల్‌ రాహుల్‌-రహానె భాగస్వామ్యానికి తెరపడినట్లైంది.,0
స్కూళ్లలో ఖాళీగా ఉన్న టీచర్ల స్థానే విద్యావాలంటీర్లను నియమించాలని ఆదేశాలు ఇవ్వడంతో సర్వీసు కమిషన్ ద్వారా ఎంపికైన టీఆర్టీ అభ్యర్ధులు తమకు ఉద్యోగాలు ఇవ్వాలంటూ గురువారం నాడు ప్రగతి భవన్‌ను ముట్టడించారు,0
"దీంతో గౌతీ వారికి ధన్యవాదాలు తెలియజేశారు.
",1
"కేంద్రం చేపట్టిన ఏ జాతీయ ప్రాజెక్టులు అంత త్వరగా పూర్తి చేయదు.
",0
"ఇదే టోర్నిలో సఫారీలను కంగుతినిపించిన బంగ్లాదేశ్‌, ఈసారి ఏకంగా విండీస్‌కు షాకిచ్చింది",0
"ఈ క్రమంలో కాలేజీ విద్యార్థులను ర్యాగింగ్‌కి గురిచేస్తున్న మైఖేల్‌, అతని తండ్రితో వైరం మొదలవుతుంది.",0
"కానీ చాలా తెలుగు రీమేక్‌ల మాదిరిగా సెకండ్‌ లీడ్‌ క్యారెక్టర్‌ ఇక్కడ సపోర్టింగ్‌ క్యారెక్టర్‌గా, కొన్ని సందర్భాలలో బ్యాక్‌గ్రౌండ్‌కే పరిమితమయింది",0
"ఆ తర్వాత అన్ని వాహనాలపై పెట్రోల్, డీజిల్ పోసి తగులబెట్టారు.
",0
వారి వలనే తనకు అన్యాయం జరిగిందంటూ మిథాలీ బీసీసీఐకి మెయిల్‌ పంపారు.,0
ప్రొద్దుటూరు పట్టణం వన్‌టౌన్‌ పరిధిలోని ఓ ప్రైవేటు పాఠశాలలో దారుణం జరిగింది,0
అమెరికాపై భారత్‌ సుంకాలు,0
తొలి ఓవర్లో 14 పరుగులు రాబట్టిన సన్‌రైజర్స్‌ ఓపెనర్లు 16 ఓవర్ల వరకు పదికి తగ్గకుండా రన్‌రేట్‌ను కొనసాగించారు,1
కుర్ర హీరోలు సీనియర్‌ హీరోలు అని తేడా లేకుండా అన్ని వర్గాల వారితో జత కట్టిన చందమామ అతి తక్కువ కాలంలోనే సౌత్‌లో స్టార్‌ హీరోయిన్‌గా ఎదిగింది.,1
బీజేపీ ఆఫీసులో జీ కిషన్ రెడ్డిని పార్టీ నేతలు ఘనంగా స్వాగతించారు,1
వారు అక్కడికి చేరుకుని గ్రామస్థులకు కృతజ్ఞతలు చెప్పి రాజమొగిలిని జమ్మికుంట తీసుకెళ్లారు,1
"తిరుమల రెండో ఘాట్‌ రోడ్డులో సోమవారం  పదిన్నర సమయంలో బైక్‌పై వెళ్తున్న వారిపై చిరుత విరుచుకుపడింది.
",0
"చాలా సన్నివేశాల్లో చిరంజీవిని అనుకరించినట్టుగా అనిపించినా.
",1
"పూణే: పూణేలో విషాద ఘటన చోటుచేసుకుంది.
",0
